addr	old	new
428ee0	FUN_00428ee0	std_vector_size_428ee0
428ef0	FUN_00428ef0	wistream_extractWord
429060	FUN_00429060	wistream_extractWord_ehExit
4290d0	FUN_004290d0	std_map_Speech_allocPairNode
4291a0	FUN_004291a0	std_list_Speech_makeStrNode
429240	FUN_00429240	std_map_allocNode_intKeyStr
429280	FUN_00429280	std_map_Speech_allocEntryNode
429340	FUN_00429340	std_map_allocNode_str2
429430	FUN_00429430	std_map_copyAssign
4294b0	FUN_004294b0	rbtree_cloneSubtree
429570	FUN_00429570	std_map_insertRebalance_str2
4297a0	FUN_004297a0	std_map_insertRebalance_SpeechNode
4299b0	FUN_004299b0	std_map_insertRebalance_variantC
429bc0	FUN_00429bc0	std_map_insertRebalance_QuestText
429e40	FUN_00429e40	std_map_insertHint_intKey
42a070	FUN_0042a070	std_map_insertHint_strKey
42a260	FUN_0042a260	std_map_insertHint_strKey_Speech
42a450	FUN_0042a450	std_map_insertHint_strKey_variantC
42a640	FUN_0042a640	std_map_insertHint_strKey_QuestText
42a830	FUN_0042a830	std_map_insertLowerBound_intKey
42a970	FUN_0042a970	std_map_insertLowerBound_strKey_Speech
42aae0	FUN_0042aae0	std_map_insertLowerBound_strKey_variantC
42ac40	FUN_0042ac40	std_map_insertLowerBound_strKey_QuestText
42ada0	FUN_0042ada0	std_list_appendCopy_strNodes
42ae70	FUN_0042ae70	std_list_assignCopy_Speech
42af50	FUN_0042af50	std_use_facet_ctype_wchar
42b040	FUN_0042b040	std_list_copyCtor
42b0e0	FUN_0042b0e0	QuestText_container_copyCtor
42b180	FUN_0042b180	std_list_copyCtor_strList
42c250	FUN_0042c250	Unwind_dtor_container
42c280	FUN_0042c280	Unwind_dtor_container_42c280
42c2b0	FUN_0042c2b0	Unwind_operator_delete
42c2e0	FUN_0042c2e0	Speech_mapNode_dtor
42c350	FUN_0042c350	Unwind_operator_delete_42c350
42c3a0	FUN_0042c3a0	Unwind_dtor_thunk
42c410	FUN_0042c410	Unwind_dtor_thunk_42c410
42c6d0	FUN_0042c6d0	Unwind_nop_thunk
42c6f0	FUN_0042c6f0	std_iterator_notEqual
42c710	FUN_0042c710	std_map_subscript_intKey
42c820	FUN_0042c820	Speech_map_insertStringEntry
42c9a0	FUN_0042c9a0	std_map_insert_strToStr
42cad0	FUN_0042cad0	std_map_insert_strToStr_v2
42cea0	FUN_0042cea0	std_map_makeHeader_0x2c
42ced0	FUN_0042ced0	std_map_makeHeader_0x38
42cf00	FUN_0042cf00	std_map_allocRawNode_0x2c
42cf40	FUN_0042cf40	std_map_allocRawNode_0x38
42cf80	FUN_0042cf80	std_map_allocRawNode_0x40
42cfc0	FUN_0042cfc0	Catch_operator_delete
42d000	FUN_0042d000	Catch_operator_delete_42d000
42d040	FUN_0042d040	Catch_cleanup_thunk
42d060	FUN_0042d060	node_free_twoStrings
42d0c0	FUN_0042d0c0	QuestText_node_free
42d140	FUN_0042d140	rbtree_destroyRecursive_strNode
42d1a0	FUN_0042d1a0	rbtree_destroyRecursive_SpeechNode
42d250	FUN_0042d250	rbtree_destroyRecursive_QuestText
42d300	FUN_0042d300	std_strstreambuf_init
42d3d0	FUN_0042d3d0	std_map_lowerBound_strKey
42d420	FUN_0042d420	rbtree_max
42d440	FUN_0042d440	rbtree_min
42d460	FUN_0042d460	rbtree_rotateLeft
42d4c0	FUN_0042d4c0	Catch_operator_delete_42d4c0
42d520	FUN_0042d520	std_list_clear
42d580	FUN_0042d580	std_map_eraseRange_strNode
42d640	FUN_0042d640	std_map_eraseNode_strNode
42d8f0	FUN_0042d8f0	std_map_eraseRange_SpeechNode
42d9b0	FUN_0042d9b0	std_map_eraseNode_SpeechNode
42dc80	FUN_0042dc80	std_map_eraseRange_QuestText
42dd40	FUN_0042dd40	std_map_eraseNode_QuestText
42e000	FUN_0042e000	std_list_eraseRange
42e090	FUN_0042e090	World_findNearestEntityInRegion
42e220	FUN_0042e220	game_gridLookup1024
42e880	FUN_0042e880	game_blockLookup
42e900	FUN_0042e900	std_Fputc
42e920	FUN_0042e920	vec3b_copyBackward
42e960	FUN_0042e960	vec3b_uninitCopy
42e9a0	FUN_0042e9a0	std_use_facet
42edb0	FUN_0042edb0	memcmp3_equal
42ede0	FUN_0042ede0	vec3_div_scalar
42ee10	FUN_0042ee10	Unwind_streambuf_dtor
42ee40	FUN_0042ee40	Unwind_streambuf_dtor_42ee40
42eee0	FUN_0042eee0	std_basic_streambuf_scalar_deleting_dtor
42ef30	FUN_0042ef30	std_basic_streambuf_scalar_deleting_dtor_42ef30
42f040	FUN_0042f040	std_map_makeHeader_0x1c
42f070	FUN_0042f070	std_basic_filebuf_Endwrite
42f1c0	FUN_0042f1c0	rbtree_destroyRecursive_SpriteNode
42f250	FUN_0042f250	vec3b_reallocate
42f330	FUN_0042f330	vec3b_reserveGrow
42f440	FUN_0042f440	std_vector_free
42f480	FUN_0042f480	std_basic_filebuf_close
42f4e0	FUN_0042f4e0	std_map_eraseRange_SpriteNode
42f5a0	FUN_0042f5a0	std_map_eraseNode_SpriteNode
42f890	FUN_0042f890	std_basic_filebuf_open
42f9a0	FUN_0042f9a0	World_loadVoxelModel
42feb0	FUN_0042feb0	World_vec3i_pushBack
42ff40	FUN_0042ff40	vec3b_resize
430230	FUN_00430230	World_buildVoxelMesh
430730	FUN_00430730	game_voxelColorAt
430780	FUN_00430780	std_basic_string_assign
430870	FUN_00430870	std_Tree_Buynode
430930	FUN_00430930	std_Tree_Insert
430b40	FUN_00430b40	std_map_insert_430b40
430d70	FUN_00430d70	std_Tree_Insert_430d70
430ec0	FUN_00430ec0	Unwind_operator_delete_430ec0
430fa0	FUN_00430fa0	std_basic_string_assign_430fa0
430fe0	FUN_00430fe0	std_basic_string_assign_cstr
431020	FUN_00431020	std_map_operator
4311a0	FUN_004311a0	std_Tree_Erase_node_with_list
4311f0	FUN_004311f0	std_basic_string_replace
4312e0	FUN_004312e0	std_basic_string_append
431400	FUN_00431400	game_loadVoxelModelsFromDb
45f030	FUN_0045f030	std_list_Insert
45f080	FUN_0045f080	vec_ptr_resize
45f120	FUN_0045f120	sqlite3_value_bytes
45f160	FUN_0045f160	sqlite3_value_double
45f1d0	FUN_0045f1d0	sqlite3_value_int
45f250	FUN_0045f250	sqlite3_value_int64
45f310	FUN_0045f310	sqlite3_value_text16
45f330	FUN_0045f330	sqlite3_value_text16le
45f350	FUN_0045f350	sqlite3_value_text16be
45f370	FUN_0045f370	sqlite3_value_type
45f380	FUN_0045f380	sqlite3_value_numeric_type
45f3e0	FUN_0045f3e0	sqlite3_likeFunc
45f5b0	FUN_0045f5b0	winShmMap
45f7d0	FUN_0045f7d0	sqlite3_aggregate_context
45f850	FUN_0045f850	sqlite3_context_field_get
45f860	FUN_0045f860	sqlite3_mem_field8_get
45f870	FUN_0045f870	sqlite3_apivalue_at
45f8a0	FUN_0045f8a0	sqlite3_set_auxdata
45f950	FUN_0045f950	sqlite3_minmaxFunc
45f990	FUN_0045f990	sqlite3_result_text
45f9d0	FUN_0045f9d0	sqlite3_result_double
45fa00	FUN_0045fa00	sqlite3_result_text16le
45fa30	FUN_0045fa30	sqlite3_versionFunc
45fa70	FUN_0045fa70	sqlite3_result_text16be
45faa0	FUN_0045faa0	sqlite3_result_error_toobig
45fad0	FUN_0045fad0	sqlite3_result_error_nomem
45fb30	FUN_0045fb30	sqlite3ErrStr
45fb90	FUN_0045fb90	sqlite3_sourceidFunc
45fbd0	FUN_0045fbd0	sqlite3_result_int
45fc30	FUN_0045fc30	sqlite3_result_int64
45fc90	FUN_0045fc90	sqlite3_result_null
45fce0	FUN_0045fce0	sqlite3_scalarfunc_valueint
45fd10	FUN_0045fd10	sqlite3_result_text16
45fd50	FUN_0045fd50	sqlite3_result_text16be_45fd50
45fd90	FUN_0045fd90	sqlite3_compileoptionusedFunc
45fdc0	FUN_0045fdc0	winSetSystemCall
45fe90	FUN_0045fe90	sqlite3_result_blob
45fed0	FUN_0045fed0	sqlite3_result_value
45fee0	FUN_0045fee0	sqlite3_scalarfunc_typename
45ff40	FUN_0045ff40	sqlite3_result_int_helper
45ffa0	FUN_0045ffa0	winGetSystemCall
460010	FUN_00460010	sqlite3_result_numeric_as_text
460380	FUN_00460380	sqlite3_prepare_v2
4603f0	FUN_004603f0	winNextSystemCall
460480	FUN_00460480	sqlite3_prepare_v2_460480
4604f0	FUN_004604f0	sqlite3_prepare16
460590	FUN_00460590	sqlite3_progress_handler
4605e0	FUN_004605e0	sqlite3_busy_handler
460630	FUN_00460630	sqlite3_hexFunc
4607a0	FUN_004607a0	sqlite3_sleep
4607e0	FUN_004607e0	sqlite3_stmt_flag_get
4607f0	FUN_004607f0	sqlite3_deref_or_zero
460810	FUN_00460810	sqlite3_result_int_checked
4608d0	FUN_004608d0	sqlite3_next_stmt
460910	FUN_00460910	sqlite3_commit_hook
460960	FUN_00460960	sqlite3_rollback_hook
4609b0	FUN_004609b0	sqlite3_quote_or_blobtext
460c30	FUN_00460c30	memjrnlRead
460d00	FUN_00460d00	sqlite3_update_hook
460d50	FUN_00460d50	sqlite3AttachFunc
461310	FUN_00461310	sqlite3_global_config_set
461320	FUN_00461320	sqlite3_soft_heap_limit64
461400	FUN_00461400	sqlite3_soft_heap_limit
461420	FUN_00461420	memjrnlWrite
461530	FUN_00461530	sqlite3_juliandayFunc
461610	FUN_00461610	sqlite3_value_serialize
461bb0	FUN_00461bb0	sqlite3_datetimeFunc
461cd0	FUN_00461cd0	sqlite3_date_init_helper
461d80	FUN_00461d80	sqlite3_timeFunc
461e80	FUN_00461e80	sqlite3DetachFunc
462070	FUN_00462070	memjrnlFreePages
462150	FUN_00462150	sqlite3_dateFunc
462250	FUN_00462250	sqlite3PcacheSetCachesize
4622c0	FUN_004622c0	memjrnlClose
4622e0	FUN_004622e0	pcache1Shrink
462330	FUN_00462330	sqlite3_strftimeFunc
4628d0	FUN_004628d0	sqlite3PcachePagecount
462910	FUN_00462910	memjrnlFileSize
462930	FUN_00462930	pcache1Fetch
462b60	FUN_00462b60	winAccess
462d70	FUN_00462d70	sqlite3CompileOptionUsed
462e80	FUN_00462e80	sqlite3Win32GetDir
462eb0	FUN_00462eb0	minmaxFunc
462fe0	FUN_00462fe0	sqlite3_close
463000	FUN_00463000	sumStep
463120	FUN_00463120	sqlite3_exec
463630	FUN_00463630	pcacheManageDirtyList
4636f0	FUN_004636f0	sumFinalize
4637e0	FUN_004637e0	avgFinalize
463860	FUN_00463860	winFullPathname
463b60	FUN_00463b60	ctimeFunc
463b80	FUN_00463b80	totalFinalize
463be0	FUN_00463be0	pcache1RekeyPage
463c60	FUN_00463c60	cdateFunc
463c80	FUN_00463c80	countStep
463ce0	FUN_00463ce0	ctimestampFunc
463d00	FUN_00463d00	pcache1TruncateUnsafe
463d50	FUN_00463d50	minMaxFinalize
463e00	FUN_00463e00	sqlite3_result_error_vprintf
463e20	FUN_00463e20	pcache1Destroy
463e90	FUN_00463e90	minmaxStep
463f70	FUN_00463f70	sqlite3_result_error_vprintf_dtor
463f80	FUN_00463f80	sqlite3Reprepare
464130	FUN_00464130	sqlite3_overloadFunction
4641e0	FUN_004641e0	sqlite3VdbeMemFinalize_aggctx
464270	FUN_00464270	winDlOpen
464310	FUN_00464310	groupConcatStep
464420	FUN_00464420	sqlite3_blob_open
464c00	FUN_00464c00	sqlite3_step
464cd0	FUN_00464cd0	sqlite3_finalize
464d30	FUN_00464d30	sqlite3ValueZAccessor
464d50	FUN_00464d50	winGetLastError
464d70	FUN_00464d70	globFunc
464d90	FUN_00464d90	groupConcatFinalize
464e40	FUN_00464e40	likeFunc
464e60	FUN_00464e60	winDlSym
464e80	FUN_00464e80	sqlite3_vfs_find
464f20	FUN_00464f20	sqlite3_vfs_register
464fa0	FUN_00464fa0	sqlite3_vfs_unregister
465020	FUN_00465020	sqlite3_mutex_alloc
465040	FUN_00465040	sqlite3_mutex_free
465060	FUN_00465060	winDlClose
465070	FUN_00465070	winClose
4650e0	FUN_004650e0	sqlite3_mutex_enter_ind
465100	FUN_00465100	sqlite3_mutex_try
465120	FUN_00465120	sqlite3_mutex_leave_ind
465140	FUN_00465140	winRandomness
465200	FUN_00465200	sqlite3_db_mutex
465210	FUN_00465210	winRead
465320	FUN_00465320	sqlite3_table_column_metadata
4653d0	FUN_004653d0	pcacheConfigControl
4655a0	FUN_004655a0	winSleep
4655d0	FUN_004655d0	sqlite3_status
465630	FUN_00465630	winCurrentTimeInt64
465680	FUN_00465680	sqlite3_db_config
465720	FUN_00465720	sqlite3_db_status
465a30	FUN_00465a30	sqlite3_stmt_status
465a50	FUN_00465a50	winWrite
465ba0	FUN_00465ba0	winCurrentTime
465c00	FUN_00465c00	sqlite3_extended_result_codes
465c40	FUN_00465c40	sqlite3_last_insert_rowid
465c50	FUN_00465c50	sqlite3_changes
465c60	FUN_00465c60	sqlite3_total_changes
465c70	FUN_00465c70	sqlite3_interrupt
465c90	FUN_00465c90	sqlite3Complete
4660e0	FUN_004660e0	sqlite3_complete
4661b0	FUN_004661b0	sqlite3_busy_handler_4661b0
466210	FUN_00466210	sqlite3_busy_timeout
4662c0	FUN_004662c0	sqlite_rename_table
466390	FUN_00466390	winTruncate
466440	FUN_00466440	sqlite3_get_table
4665f0	FUN_004665f0	sqlite3_free_table
4666d0	FUN_004666d0	sqlite3_snprintf_guarded
466700	FUN_00466700	sqlite3_vxprintf_toBuf
466790	FUN_00466790	sqlite3VdbeRecordCompare
466a80	FUN_00466a80	sqlite3_snprintf_impl
466ae0	FUN_00466ae0	winSync
466b20	FUN_00466b20	sqlite3_malloc
466b40	FUN_00466b40	sqlite3_realloc
466b60	FUN_00466b60	sqlite_rename_parent
466dd0	FUN_00466dd0	sqlite3_free
466e80	FUN_00466e80	sqlite3ResetMemHighwater
466ea0	FUN_00466ea0	typeofFunc
466f30	FUN_00466f30	winFileSize
466fa0	FUN_00466fa0	sqlite3_randomness
467000	FUN_00467000	sqlite3_trace
467060	FUN_00467060	lengthFunc
467170	FUN_00467170	sqlite3_commit_hook_467170
4671c0	FUN_004671c0	sqlite3_backup_init
4672d0	FUN_004672d0	sqlite_rename_trigger
4673c0	FUN_004673c0	sqlite3BlobReadWrite
467d70	FUN_00467d70	sqlite3_rollback_hook_467d70
467dc0	FUN_00467dc0	sqlite3_blob_close
467ec0	FUN_00467ec0	sqlite3FieldAccessor20
467ed0	FUN_00467ed0	sqlite3_update_hook_467ed0
467f40	FUN_00467f40	sqlite3_get_autocommit
467f50	FUN_00467f50	sqlite3_open
467f70	FUN_00467f70	sqlite3_declare_vtab
468070	FUN_00468070	absFunc
4681c0	FUN_004681c0	winLock
468380	FUN_00468380	sqlite3StrNICmp
4683e0	FUN_004683e0	sqlite3PrepareTrampoline
4683f0	FUN_004683f0	sqlite3_log
468410	FUN_00468410	sqlite3_wal_hook
468460	FUN_00468460	instrFunc
468600	FUN_00468600	sqlite3_wal_autocheckpoint
468670	FUN_00468670	sqlite3_errcode
4686e0	FUN_004686e0	sqlite3_errcode_4686e0
468750	FUN_00468750	sqlite3_wal_checkpoint
4687f0	FUN_004687f0	sqlite3_errmsg
4688d0	FUN_004688d0	sqlite3_errmsg16
4689a0	FUN_004689a0	sqlite3_limit
4689e0	FUN_004689e0	sqlite3_vtab_config
468a70	FUN_00468a70	btreePageFlagDecode
468a90	FUN_00468a90	substrFunc
468dc0	FUN_00468dc0	winCheckReservedLock
468e30	FUN_00468e30	sqlite3_prepare
468e50	FUN_00468e50	sqlite3_prepare_v2_468e50
468e70	FUN_00468e70	winUnlock
468f40	FUN_00468f40	sqlite3_prepare16_468f40
468f60	FUN_00468f60	sqlite3_prepare16_v2
468f80	FUN_00468f80	sqlite3_column_database_name
468fa0	FUN_00468fa0	winFileControl
469150	FUN_00469150	sqlite3_bind_blob
469170	FUN_00469170	sqlite3MemMalloc
4691c0	FUN_004691c0	sqlite3_bind_double
469220	FUN_00469220	sqlite3_bind_int
469280	FUN_00469280	sqlite3MemFree
469290	FUN_00469290	sqlite3_bind_int64
4692f0	FUN_004692f0	roundFunc
4694b0	FUN_004694b0	sqlite3_bind_null
4694f0	FUN_004694f0	sqlite3MemSize
469510	FUN_00469510	sqlite3_bind_text
469530	FUN_00469530	sqlite3MemRealloc
469590	FUN_00469590	sqlite3_bind_text16
4695b0	FUN_004695b0	sqlite3_bind_value
469710	FUN_00469710	sqlite3_bind_zeroblob
469760	FUN_00469760	sqlite3MemRoundup
469770	FUN_00469770	sqlite3_column_count
4697a0	FUN_004697a0	sqlite3_column_name
4697d0	FUN_004697d0	btreeMaxLocalCalc
4697f0	FUN_004697f0	sqlite3_result_error
469830	FUN_00469830	sqlite3_clear_bindings
469940	FUN_00469940	sqlite3_bind_parameter_count
469960	FUN_00469960	upperFunc
469a30	FUN_00469a30	sqlite3_column_value
469aa0	FUN_00469aa0	sqlite3_column_text16_exec
469b10	FUN_00469b10	lowerFunc
469bd0	FUN_00469bd0	sqlite3_column_text_data
469c40	FUN_00469c40	sqlite3_column_text16_data
469cb0	FUN_00469cb0	sqlite3_step_469cb0
469f20	FUN_00469f20	sqlite3ValueNumericType
469f40	FUN_00469f40	sqlite3_column_int
469fc0	FUN_00469fc0	sqlite3_column_bytes
46a030	FUN_0046a030	randomFunc
46a100	FUN_0046a100	winOpen
46a4c0	FUN_0046a4c0	sqlite3_column_bytes16
46a520	FUN_0046a520	winDelete
46a710	FUN_0046a710	sqlite3_column_double
46a790	FUN_0046a790	sqlite3_column_int_46a790
46a7c0	FUN_0046a7c0	randomblobFunc
46a860	FUN_0046a860	sqlite3_column_int64
46a8f0	FUN_0046a8f0	sqlite3_column_text
46a920	FUN_0046a920	sqlite3_column_text16
46a950	FUN_0046a950	sqlite3_column_type
46a980	FUN_0046a980	last_insert_rowidFunc
46a9f0	FUN_0046a9f0	sqlite3_column_value_46a9f0
46aa30	FUN_0046aa30	sqlite3_clear_bindings_46aa30
46aab0	FUN_0046aab0	sqlite3_reset
46ab70	FUN_0046ab70	changesFunc
46ac30	FUN_0046ac30	total_changesFunc
46ace0	FUN_0046ace0	sqlite3_create_function
46ad10	FUN_0046ad10	winMutexAlloc
46ad70	FUN_0046ad70	winShmUnmap
46ae30	FUN_0046ae30	winMutexFree
46ae50	FUN_0046ae50	sqlite3_create_function16
46aef0	FUN_0046aef0	winMutexEnter
46af10	FUN_0046af10	winShmLock
46b0d0	FUN_0046b0d0	winMutexLeave
46b0e0	FUN_0046b0e0	sqlite3_create_function_v2
46b1c0	FUN_0046b1c0	sqlite3_aggregate_count
46b1d0	FUN_0046b1d0	sqlite3StmtBusyFlag
46b1f0	FUN_0046b1f0	sqlite3VdbeCheckSchema
46b250	FUN_0046b250	noop_return
46b260	FUN_0046b260	sqlite3_value_blob
46b2b0	FUN_0046b2b0	sqlite3_value_bytes_46b2b0
46b2f0	FUN_0046b2f0	btree_accessPayload
46b630	FUN_0046b630	fkActionName
46b680	FUN_0046b680	sqlite3VdbeExpandSqlCopy
46b6f0	FUN_0046b6f0	sqlite3VdbeAppendRow
46b780	FUN_0046b780	pager_setInAllSavepoints
46b9f0	FUN_0046b9f0	sqlite3ExprBuildBinary
46bab0	FUN_0046bab0	allSpaces
46bae0	FUN_0046bae0	btree_moveToNext
46c260	FUN_0046c260	allocateCursor
46c340	FUN_0046c340	sqlite3BuildTableInfoBlock
46c4b0	FUN_0046c4b0	allocateSpace
46c6a0	FUN_0046c6a0	btreePageComputeCellIdx
46c6c0	FUN_0046c6c0	analysisLoader
46c7b0	FUN_0046c7b0	analyzeAggregate
46ca90	FUN_0046ca90	sqlite3CodeRowTrigger
46cc20	FUN_0046cc20	fkScanChildren
46dec0	FUN_0046dec0	sqlite3_fn_46dec0
46dfa0	FUN_0046dfa0	lib_fn_46dfa0
46e020	FUN_0046e020	sqlite3_fn_46e020
46e0c0	FUN_0046e0c0	lib_fn_46e0c0
46e140	FUN_0046e140	lib_fn_46e140
46e160	FUN_0046e160	btree_balanceCleanup
46e390	FUN_0046e390	btree_writeOverflow
46e520	FUN_0046e520	sqlite3_fn_46e520
46e6b0	FUN_0046e6b0	sqlite3_fn_46e6b0
46e7e0	FUN_0046e7e0	sqlite3_fn_46e7e0
46f6f0	FUN_0046f6f0	sqlite3_fn_46f6f0
46f880	FUN_0046f880	lib_fn_46f880
46f990	FUN_0046f990	lib_fn_46f990
470300	FUN_00470300	lib_fn_470300
470360	FUN_00470360	lib_fn_470360
4706c0	FUN_004706c0	lib_fn_4706c0
4708e0	FUN_004708e0	lib_fn_4708e0
4709a0	FUN_004709a0	sqlite3_fn_4709a0
4709e0	FUN_004709e0	sqlite3_bindValue
470aa0	FUN_00470aa0	lib_fn_470aa0
470ba0	FUN_00470ba0	sqlite3_fn_470ba0
470d20	FUN_00470d20	sqlite3_fn_470d20
470f80	FUN_00470f80	sqlite3_fn_470f80
471000	FUN_00471000	sqlite3_fn_471000
471200	FUN_00471200	btree_closeCursor
4712c0	FUN_004712c0	btree_getAndInitPage
471320	FUN_00471320	btree_initPage
471550	FUN_00471550	lib_fn_471550
4715a0	FUN_004715a0	lib_fn_4715a0
4716b0	FUN_004716b0	lib_fn_4716b0
471710	FUN_00471710	btree_parseCellPtr
471850	FUN_00471850	sqlite3_fn_471850
4718a0	FUN_004718a0	lib_fn_4718a0
471910	FUN_00471910	lib_fn_471910
4719f0	FUN_004719f0	sqlite3_fn_4719f0
471aa0	FUN_00471aa0	sqlite3_fn_471aa0
471b70	FUN_00471b70	sqlite3_fn_471b70
471c20	FUN_00471c20	sqlite3_fn_471c20
471c90	FUN_00471c90	lib_fn_471c90
471d80	FUN_00471d80	sqlite3_fn_471d80
471f80	FUN_00471f80	sqlite3_fn_471f80
472010	FUN_00472010	sqlite3_fn_472010
472090	FUN_00472090	sqlite3_fn_472090
472880	FUN_00472880	btree_unlinkCursorOverflow
472980	FUN_00472980	lib_fn_472980
472b70	FUN_00472b70	lib_fn_472b70
472d10	FUN_00472d10	sqlite3_exprDelete
472d90	FUN_00472d90	sqlite3_fn_472d90
472ef0	FUN_00472ef0	lib_fn_472ef0
4731c0	FUN_004731c0	lib_fn_4731c0
473230	FUN_00473230	sqlite3_fn_473230
4733e0	FUN_004733e0	lib_fn_4733e0
473550	FUN_00473550	sqlite3_fn_473550
473660	FUN_00473660	lib_fn_473660
473790	FUN_00473790	sqlite3_fn_473790
473870	FUN_00473870	sqlite3_fn_473870
4738d0	FUN_004738d0	lib_fn_4738d0
474a90	FUN_00474a90	sqlite3_fn_474a90
474bc0	FUN_00474bc0	sqlite3_fn_474bc0
474d00	FUN_00474d00	lib_fn_474d00
474ee0	FUN_00474ee0	sqlite3_fn_474ee0
474f60	FUN_00474f60	sqlite3_fn_474f60
474fe0	FUN_00474fe0	sqlite3_column_apiExit
475040	FUN_00475040	sqlite3_columnMem
4750b0	FUN_004750b0	sqlite3_fn_4750b0
475250	FUN_00475250	lib_fn_475250
4752f0	FUN_004752f0	lib_fn_4752f0
4753b0	FUN_004753b0	lib_fn_4753b0
4754f0	FUN_004754f0	sqlite3_fn_4754f0
475680	FUN_00475680	lib_fn_475680
4757a0	FUN_004757a0	sqlite3_txnActive
4757f0	FUN_004757f0	lib_fn_4757f0
476020	FUN_00476020	lib_fn_476020
476080	FUN_00476080	lib_fn_476080
476130	FUN_00476130	sqlite3_fn_476130
4761f0	FUN_004761f0	btree_copyPayload
476240	FUN_00476240	sqlite3_fn_476240
4762d0	FUN_004762d0	sqlite3_createCollation
476470	FUN_00476470	lib_fn_476470
4765c0	FUN_004765c0	sqlite3_fn_4765c0
476810	FUN_00476810	btree_decodeFlags
4768b0	FUN_004768b0	sqlite3_fn_4768b0
476a70	FUN_00476a70	sqlite3_fn_476a70
476b80	FUN_00476b80	sqlite3_fn_476b80
476c10	FUN_00476c10	lib_fn_476c10
476c60	FUN_00476c60	sqlite3_fn_476c60
476d20	FUN_00476d20	vdbe_displayP4
476ff0	FUN_00476ff0	vdbe_runVtabCommit
477080	FUN_00477080	lib_fn_477080
4770f0	FUN_004770f0	sqlite3_fn_4770f0
4771d0	FUN_004771d0	lib_fn_4771d0
477240	FUN_00477240	lib_fn_477240
477290	FUN_00477290	lib_fn_477290
4772e0	FUN_004772e0	lib_fn_4772e0
4773d0	FUN_004773d0	sqlite3_fn_4773d0
477530	FUN_00477530	sqlite3_fn_477530
4775b0	FUN_004775b0	sqlite3_fn_4775b0
4776e0	FUN_004776e0	sqlite3_fn_4776e0
4778d0	FUN_004778d0	sqlite3_fn_4778d0
477b20	FUN_00477b20	sqlite3_fn_477b20
477c30	FUN_00477c30	sqlite3_fn_477c30
477d20	FUN_00477d20	lib_fn_477d20
477d60	FUN_00477d60	lib_fn_477d60
478460	FUN_00478460	lib_fn_478460
4789f0	FUN_004789f0	lib_fn_4789f0
478b30	FUN_00478b30	lib_fn_478b30
478bb0	FUN_00478bb0	lib_fn_478bb0
478de0	FUN_00478de0	lib_fn_478de0
478e60	FUN_00478e60	lib_fn_478e60
478f40	FUN_00478f40	lib_fn_478f40
4790b0	FUN_004790b0	lib_fn_4790b0
479150	FUN_00479150	lib_fn_479150
4791b0	FUN_004791b0	lib_fn_4791b0
479240	FUN_00479240	sqlite3_fn_479240
4792d0	FUN_004792d0	sqlite3_fn_4792d0
479360	FUN_00479360	sqlite3_fn_479360
4793f0	FUN_004793f0	sqlite3_fn_4793f0
4794b0	FUN_004794b0	sqlite3_fn_4794b0
479800	FUN_00479800	sqlite3_fn_479800
479910	FUN_00479910	sqlite3_fn_479910
4799f0	FUN_004799f0	sqlite3_findCollSeq
479af0	FUN_00479af0	hash_find
479b90	FUN_00479b90	lib_fn_479b90
479c50	FUN_00479c50	lib_fn_479c50
479db0	FUN_00479db0	sqlite3_fn_479db0
47a7a0	FUN_0047a7a0	sqlite3_fn_47a7a0
47afc0	FUN_0047afc0	lib_fn_47afc0
47b540	FUN_0047b540	sqlite3_fn_47b540
47b5a0	FUN_0047b5a0	sqlite3_fn_47b5a0
47b730	FUN_0047b730	sqlite3_fn_47b730
47bc80	FUN_0047bc80	vdbe_freeP4
47bd90	FUN_0047bd90	sqlite3_fn_47bd90
47bdc0	FUN_0047bdc0	lib_fn_47bdc0
47c0e0	FUN_0047c0e0	sqlite3_fn_47c0e0
47c340	FUN_0047c340	pager_freeSavepointBitvec
47c360	FUN_0047c360	vdbe_freeAuxRef
47c390	FUN_0047c390	hash_findEntry
47c420	FUN_0047c420	sqlite3_fn_47c420
47c5d0	FUN_0047c5d0	sqlite3_fn_47c5d0
47c700	FUN_0047c700	sqlite3_fn_47c700
47ca50	FUN_0047ca50	sqlite3_fn_47ca50
47d000	FUN_0047d000	sqlite3_fn_47d000
47d090	FUN_0047d090	sqlite3_fn_47d090
47d150	FUN_0047d150	btree_cacheCellSize
47d1b0	FUN_0047d1b0	lib_fn_47d1b0
47d250	FUN_0047d250	lib_fn_47d250
47d3d0	FUN_0047d3d0	sqlite3_fn_47d3d0
47d410	FUN_0047d410	lib_fn_47d410
47d460	FUN_0047d460	btree_getOverflowPage
47d5d0	FUN_0047d5d0	lib_fn_47d5d0
47d6f0	FUN_0047d6f0	lib_fn_47d6f0
47da70	FUN_0047da70	lib_fn_47da70
47db10	FUN_0047db10	lib_fn_47db10
47de10	FUN_0047de10	lib_fn_47de10
47de90	FUN_0047de90	sqlite3_fn_47de90
47df00	FUN_0047df00	pager_hasHotJournal
47e090	FUN_0047e090	lib_fn_47e090
47e0d0	FUN_0047e0d0	lib_fn_47e0d0
47e150	FUN_0047e150	sqlite3_fn_47e150
47e200	FUN_0047e200	sqlite3_fn_47e200
47e280	FUN_0047e280	lib_fn_47e280
47e2a0	FUN_0047e2a0	sqlite3_fn_47e2a0
47e2e0	FUN_0047e2e0	btree_clearDbPage
