addr	old	new
486560	FUN_00486560	std_list_insert_node_b
4865b0	FUN_004865b0	std_list_push_back_4865b0
486600	FUN_00486600	std_vector_insert_one_296
486700	FUN_00486700	std_vector_insert_one_284
486780	FUN_00486780	std_vector_insert_one_8_seh
486830	FUN_00486830	ChunkBuffer_vector_insert_8
4868d0	FUN_004868d0	std_vector_insert_one_8b
486950	FUN_00486950	std_vector_insert
4869d0	FUN_004869d0	std_list_insert_node_c
486a20	FUN_00486a20	GameController_saveKeyedString
486b60	FUN_00486b60	net_send_all
486ba0	FUN_00486ba0	WorldInfo_clearUnderLock
486d00	FUN_00486d00	std_wstring_replace
4870c0	FUN_004870c0	std_wstring_resize_shrink
4870f0	FUN_004870f0	std_list_resize
4871e0	FUN_004871e0	std_vector_resize_erase_4
487250	FUN_00487250	std_vector_resize_487250
487380	FUN_00487380	std_vector_resize_12
487490	FUN_00487490	GameController_getField_b4
4874a0	FUN_004874a0	math_round_to_hundredths
487da0	FUN_00487da0	GameController_getVoxelColumn8
487e30	FUN_00487e30	GameController_get_selected_char_ptr
487e60	FUN_00487e60	GameController_getPair_18c_190
487e80	FUN_00487e80	GameController_set_1ec
487e90	FUN_00487e90	GameController_set_b8
487ea0	FUN_00487ea0	GameController_emitFormattedString
487f50	FUN_00487f50	std_vector_size_4
487f60	FUN_00487f60	std_vector_size_8
487f70	FUN_00487f70	vec2_lengthSquared_int
487f80	FUN_00487f80	fixed16_vec_lengthSquared
487fe0	FUN_00487fe0	GameController_getSub_8000f0
487ff0	FUN_00487ff0	std_string_ctor_wrap
488030	FUN_00488030	GameController_interactSpecialObject
4882e0	FUN_004882e0	GameController_interactNpc
4889e0	FUN_004889e0	GameController_updateSelectedEntity
488b80	FUN_00488b80	GameController_get_8000bc
488b90	FUN_00488b90	GameController_asType2Object
488bb0	FUN_00488bb0	GameController_asType3Object
488bd0	FUN_00488bd0	GameController_toggle_widget_8008c0
488c00	FUN_00488c00	GameController_toggle_widget_8008bc
488c70	FUN_00488c70	GameController_apply_editor_settings
488d00	FUN_00488d00	GameController_toggle_widget_800910
488d60	FUN_00488d60	mat4_transformPointProjective
488e50	FUN_00488e50	mat3_transformVector
49d650	FUN_0049d650	GameController_buildCharacterList
4a14c0	FUN_004a14c0	GameController_loadInventoryItems
4a19d0	FUN_004a19d0	GameController_computeCraftPrices
4a1e50	FUN_004a1e50	GameController_equipStarterGear
4a2300	FUN_004a2300	GameController_rebuildCraftState
4a23d0	FUN_004a23d0	GameController_buildWorldList
4a2780	FUN_004a2780	GameController_handleObjectAction
4a2870	FUN_004a2870	GameController_voxelAt3D
4a5710	FUN_004a5710	GameController_load_skill_tooltip
4a62c0	FUN_004a62c0	GameController_load_specialization_text
4a6ad0	FUN_004a6ad0	GameController_getField16
4a6b50	FUN_004a6b50	GameController_renderCreature
4a8ef0	FUN_004a8ef0	vec3_floatToByte3
4a8f20	FUN_004a8f20	int_notEqual
4a8f40	FUN_004a8f40	vec4_scale_4a8f40
4a8f90	FUN_004a8f90	push_heap_ptr_key6c
4a9030	FUN_004a9030	push_heap_12_key4
4a9110	FUN_004a9110	push_heap_16_key8
4a9200	FUN_004a9200	adjust_heap_48_key28
4a9320	FUN_004a9320	insertion_sort_ptr_key6c
4a93c0	FUN_004a93c0	insertion_sort_12_key4
4a9470	FUN_004a9470	insertion_sort_16_key8
4a9520	FUN_004a9520	insertion_sort_48_key2c
4a96b0	FUN_004a96b0	make_heap_ptr_key6c
4a9790	FUN_004a9790	make_heap_12_key4
4a98d0	FUN_004a98d0	make_heap_16_key8
4a9a00	FUN_004a9a00	make_heap_48_key28
4a9ad0	FUN_004a9ad0	median3_12_key4
4a9b50	FUN_004a9b50	median3_16_key8
4a9bf0	FUN_004a9bf0	guess_median_ptr_key6c
4a9db0	FUN_004a9db0	guess_median_12
4a9e60	FUN_004a9e60	guess_median_16
4a9f00	FUN_004a9f00	guess_median_48
4aa0d0	FUN_004aa0d0	move_backward_48
4aa160	FUN_004aa160	push_heap_up_48
4aa260	FUN_004aa260	introsort_ptr_key6c
4aa350	FUN_004aa350	introsort_12_key4
4aa490	FUN_004aa490	introsort_16_key8
4aa580	FUN_004aa580	introsort_48_key2c
4aa6c0	FUN_004aa6c0	heapsort_finish_ptr
4aa720	FUN_004aa720	heapsort_finish_12
4aa7c0	FUN_004aa7c0	heapsort_finish_16
4aa840	FUN_004aa840	heapsort_finish_48
4aa980	FUN_004aa980	partition_ptr_key6c
4aabd0	FUN_004aabd0	partition_12_key4
4aaeb0	FUN_004aaeb0	partition_16_key8
4ab190	FUN_004ab190	partition_48_key2c
4ab870	FUN_004ab870	uninitialized_copy_16
4ab8b0	FUN_004ab8b0	uninitialized_copy_48
4ab940	FUN_004ab940	std_list_assign
4aba20	FUN_004aba20	float_lerp_smooth
4aba70	FUN_004aba70	std_sort_ptr_key6c
4aba90	FUN_004aba90	std_sort_12_key4
4abac0	FUN_004abac0	std_sort_16_key8
4abae0	FUN_004abae0	std_sort_48_key2c
4abb10	FUN_004abb10	swap_48
4abc00	FUN_004abc00	pair_zeroInit
4abc10	FUN_004abc10	vector_at_48
4abc30	FUN_004abc30	iter_prev_4
4abc40	FUN_004abc40	iter_postinc_188
4abc60	FUN_004abc60	iter_postinc_10
4abc80	FUN_004abc80	iter_postinc_30
4abca0	FUN_004abca0	iter_postdec_4
4abcc0	FUN_004abcc0	std_vector_realloc_12
4abdb0	FUN_004abdb0	std_vector_realloc_16
4abe90	FUN_004abe90	std_vector_realloc_48
4abf80	FUN_004abf80	std_vector_reserve_12
4ac020	FUN_004ac020	std_vector_reserve_16
4ac0a0	FUN_004ac0a0	std_vector_reserve_48
4ac150	FUN_004ac150	iterated_lerp_toward1
4bbd80	FUN_004bbd80	GameController_spawnRibbonEffect
4bc760	FUN_004bc760	GameController_spawnRibbonEffect2
4bd160	FUN_004bd160	GameController_spawnEffectMesh
4be760	FUN_004be760	GameController_renderDroppedItem
4c04c0	FUN_004c04c0	render_build_projectile_mesh
4c0ec0	FUN_004c0ec0	GameController_getFlag30_bit0
4c0ed0	FUN_004c0ed0	GameController_isTimerZero_1cc
4c0ef0	FUN_004c0ef0	perlinNoise2D_cosInterp
4c1100	FUN_004c1100	std_vector_pushback_12
4c1190	FUN_004c1190	std_vector_pushback_16
4c11f0	FUN_004c11f0	std_vector_pushback_48
4c12f0	FUN_004c12f0	vec3_rotateTowardAngle
4c14d0	FUN_004c14d0	std_vector_size_48
4c14f0	FUN_004c14f0	acosf_wrap
4c1510	FUN_004c1510	ChunkBuffer_sampleVoxelColorAO
4c1a10	FUN_004c1a10	InventoryWidget_dispatchEvent
4c1f80	FUN_004c1f80	InventoryWidget_dtor
4c5a00	FUN_004c5a00	GameController_increment_tab_value
4c5a60	FUN_004c5a60	GameController_navigate_next_tab
4c5bb0	FUN_004c5bb0	GameController_set_slider_from_mouse
4c60f0	FUN_004c60f0	GameController_decrement_tab_value
4c6140	FUN_004c6140	InventoryWidget_rebuildItemList
4c6350	FUN_004c6350	InventoryWidget_updateScroll
4c64c0	FUN_004c64c0	InventoryWidget_drawScrollbar
4c6610	FUN_004c6610	InventoryWidget_handleSlotHover
4c67b0	FUN_004c67b0	uninitialized_fill_copy_280
4c67f0	FUN_004c67f0	vector_growCapacity_280
4c6840	FUN_004c6840	std_vector_realloc_280
4c6940	FUN_004c6940	std_vector_reserveGrow_280
4c69b0	FUN_004c69b0	GameState_addOrUpdateHitEntry
4c6a90	FUN_004c6a90	item_computeBlockValue
4c6b80	FUN_004c6b80	GameController_itemCooldown
4c6ba0	FUN_004c6ba0	item_computeStat_regen
4c6cc0	FUN_004c6cc0	GameController_avgEquippedColor
4c6e10	FUN_004c6e10	item_computeValue
4c6f20	FUN_004c6f20	item_classifyRecursive
4c70b0	FUN_004c70b0	item_computeStat_armor
4c71c0	FUN_004c71c0	item_glowColor
4c7250	FUN_004c7250	material_toColor
4c7660	FUN_004c7660	Item_get_stack_or_grid_size
4c76a0	FUN_004c76a0	item_rarityScaled
4c76e0	FUN_004c76e0	item_valueByType
4c7830	FUN_004c7830	std_vector_eraseResize_280
4c78c0	FUN_004c78c0	Item_compute_value
4c79b0	FUN_004c79b0	GameState_removeHitEntry
4c7a90	FUN_004c7a90	item_computeStat_ranged
4c7af0	FUN_004c7af0	item_computeStat_variant2
4c7be0	FUN_004c7be0	item_hasSpecialAbility
4c7c00	FUN_004c7c00	item_computeStat_variant3
4c7d20	FUN_004c7d20	Item_get_type_color
4c7e80	FUN_004c7e80	item_rerollStackCount
4c7ed0	FUN_004c7ed0	Creature_roll_random_stat
4c7f60	FUN_004c7f60	item_weaponDamage
4c83f0	FUN_004c83f0	CubeWndProc
4c85f0	FUN_004c85f0	App_render_frame
4c8720	FUN_004c8720	App_init_direct3d
4c8940	FUN_004c8940	App_reset_device
4c8ae0	FUN_004c8ae0	WinMain
4c9550	FUN_004c9550	fseeki64_wrapper
4c9580	FUN_004c9580	rbtree_insertValueNode
4c9640	FUN_004c9640	rbtree_allocNode_14
4cb080	FUN_004cb080	move_range_3
4cb0c0	FUN_004cb0c0	uninitialized_copy_3
4cb290	FUN_004cb290	std_basic_filebuf_basic_filebuf
4cb2c0	FUN_004cb2c0	std_basic_filebuf_scalar_deleting_dtor
4cb310	FUN_004cb310	std_vector_realloc_3
4cb3f0	FUN_004cb3f0	std_vector_reserve_3
4cb490	FUN_004cb490	AdaptionWidget_vector_resize_3
4cb5a0	FUN_004cb5a0	rbtree_insertPairNode
4cb5d0	FUN_004cb5d0	net_Connection_write_delta_i8
4cb670	FUN_004cb670	net_Connection_write_delta_i16
4cb710	FUN_004cb710	net_Connection_write_delta_i32
4cb7b0	FUN_004cb7b0	net_Connection_write_delta_f32
4cb850	FUN_004cb850	net_Connection_write_delta_vec5f
4cb930	FUN_004cb930	net_Connection_write_delta_struct_ac
4cb9d0	FUN_004cb9d0	net_Connection_write_delta_struct_e38
4cba70	FUN_004cba70	net_Connection_write_delta_creature
4cbb10	FUN_004cbb10	net_Connection_write_delta_vec3i
4cbbc0	FUN_004cbbc0	net_Connection_write_delta_vec3f
4cbc80	FUN_004cbc80	net_Connection_write_delta_vec6i
4cbd40	FUN_004cbd40	net_Connection_write_delta_i64
4cbde0	FUN_004cbde0	net_Connection_read_delta_i8
4cbe50	FUN_004cbe50	net_Connection_recv_delta_i8
4cbed0	FUN_004cbed0	net_Connection_read_delta_i16
4cbf40	FUN_004cbf40	net_Connection_recv_delta_i16
4cbfc0	FUN_004cbfc0	net_Connection_read_delta_i32
4cc030	FUN_004cc030	net_Connection_recv_delta_i32
4cc0b0	FUN_004cc0b0	net_Connection_read_delta_struct20
4cc140	FUN_004cc140	net_Connection_recv_delta_struct20
4cc1c0	FUN_004cc1c0	EntityState_deserializeField_size0xAC
4cc240	FUN_004cc240	EntityState_recvField_size0xAC
4cc2c0	FUN_004cc2c0	EntityState_deserializeField_size0xE38
4cc340	FUN_004cc340	EntityState_recvField_size0xE38
4cc3c0	FUN_004cc3c0	EntityState_deserializeField_size0x118
4cc440	FUN_004cc440	EntityState_recvField_size0x118
4cc4c0	FUN_004cc4c0	EntityState_recvField_size0x0C
4cc540	FUN_004cc540	EntityState_deserializeField_size0x0C
4cc5c0	FUN_004cc5c0	EntityState_deserializeField_size0x18
4cc650	FUN_004cc650	EntityState_recvField_size0x18
4cc6d0	FUN_004cc6d0	EntityState_deserializeField_size0x08
4cc750	FUN_004cc750	EntityState_recvField_size0x08
4cc7d0	FUN_004cc7d0	int3_notEqual
4cc800	FUN_004cc800	std_compare_float3_ne
4cc840	FUN_004cc840	EntityAppearance_compareEqual
4ccaa0	FUN_004ccaa0	compareEqual_array13
4ccbf0	FUN_004ccbf0	rbtree_allocNode_10
4ccc30	FUN_004ccc30	std_list_push_serializeField_string
4cccf0	FUN_004cccf0	std_list_push_serializeField_0x2C
4ccda0	FUN_004ccda0	EntityState_deserializeField_size0x10
4cce20	FUN_004cce20	EntityState_recvField_size0x10
4ccea0	FUN_004ccea0	EntityState_deserializeField_size0x2C
4ccf20	FUN_004ccf20	EntityState_recvField_size0x2C
4ccfa0	FUN_004ccfa0	EntityState_deserializeFromBuffer
4cd3e0	FUN_004cd3e0	EntityState_recvFromSocket
4cdaa0	FUN_004cdaa0	EntityState_serializeToBuffer
4ce2a0	FUN_004ce2a0	std_operator_istream_string
4ce3f9	FUN_004ce3f9	std_operator_istream_string_unwind
4ce460	FUN_004ce460	std_use_facet_ctype_char
4ce660	FUN_004ce660	OptionsWidget_initDefaults
4ce6c0	FUN_004ce6c0	std_istream_sentry_unwind_thunk
4ce6e0	FUN_004ce6e0	Options_loadFromCfg
4cef80	FUN_004cef80	Options_saveToCfg
4cf220	FUN_004cf220	OptionsWidget_dispatchEvent
4d4650	FUN_004d4650	OptionsMenu_applyAndClearSelection
4d4cb0	FUN_004d4cb0	UiCarousel_selectPrev
4d4d20	FUN_004d4d20	UiCarousel_selectNext
4d4de0	FUN_004d4de0	GameController_pickSpawnPoint
4d5010	FUN_004d5010	PreviewWidget_dtor
4d6c20	FUN_004d6c20	xml_malloc_thunk
4d6c40	FUN_004d6c40	utf32le_to_utf16_alloc
4d6cb0	FUN_004d6cb0	utf32be_to_utf16_alloc
4d6d10	FUN_004d6d10	xml_memoryPool_ctor
4d6d40	FUN_004d6d40	xml_iterator_notEqual
4d6d60	FUN_004d6d60	xml_iterator_isValid
4d6d70	FUN_004d6d70	xml_iterator_deref_advance
4d6d90	FUN_004d6d90	xml_memoryPool_allocateBlock
4d6e20	FUN_004d6e20	xml_node_allocate
4d6ea0	FUN_004d6ea0	xml_memoryPool_allocateArena
4d6f10	FUN_004d6f10	utf16_appendCodepoint
4d6f60	FUN_004d6f60	xml_attribute_allocate
4d6fe0	FUN_004d6fe0	xml_node_appendChild
4d7020	FUN_004d7020	xml_node_findChildByName
4d70a0	FUN_004d70a0	xml_node_firstChild
4d70d0	FUN_004d70d0	xml_node_findAttributeByName
4d7150	FUN_004d7150	xml_document_firstElementNode
4d7190	FUN_004d7190	xml_transcode_dispatch
4d7240	FUN_004d7240	utf16_byteswapCopy
4d72a0	FUN_004d72a0	utf8_to_utf16_alloc
4d72f0	FUN_004d72f0	xml_memoryPool_initArena
4d73a0	FUN_004d73a0	utf16_countUnits_fromUtf32be
4d7400	FUN_004d7400	utf32le_to_utf16_write
4d7460	FUN_004d7460	utf32be_to_utf16_write
4d74f0	FUN_004d74f0	utf8_countCodepoints
4d75f0	FUN_004d75f0	utf8_to_utf16_write
4d77d0	FUN_004d77d0	xml_memoryPool_freeAll
4d7840	FUN_004d7840	xml_node_ctor_setParent
4d7860	FUN_004d7860	xml_document_firstNode
4d78a0	FUN_004d78a0	xml_detectEncoding
4d79f0	FUN_004d79f0	utf16_copy_passthrough
4d7a60	FUN_004d7a60	xml_selectAttrValueScanner
4d7b00	FUN_004d7b00	xml_document_parseWithEncoding
4d7bc0	FUN_004d7bc0	xml_document_root
4d7be0	FUN_004d7be0	xml_skipToTag_plain
4d7c30	FUN_004d7c30	xml_parseText_entityDecode
4d7ce0	FUN_004d7ce0	xml_parseText_entityAndNewlineNorm
4d7dc0	FUN_004d7dc0	xml_parseText_newlineNorm
4d7e70	FUN_004d7e70	xml_parseNodeTree
4d8410	FUN_004d8410	xml_parse_setjmpWrapper
4d8510	FUN_004d8510	xml_skipElement
4d85c0	FUN_004d85c0	xml_skipCDATA
4d8630	FUN_004d8630	xml_skipQuotedOrPIComment
4d8750	FUN_004d8750	xml_parseAttrValue_plain
4d8810	FUN_004d8810	xml_parseAttrValue_entityDecode
4d8900	FUN_004d8900	xml_parseBang_commentCData_doctype
4d8c70	FUN_004d8c70	xml_parsePI_or_xmlDecl
4d8ef0	FUN_004d8ef0	xml_scanAttrValue_variant0
4d8f40	FUN_004d8f40	xml_scanAttrValue_variant1
4d9000	FUN_004d9000	xml_scanAttrValue_variant2
4d90d0	FUN_004d90d0	xml_scanAttrValue_variant3
4d91d0	FUN_004d91d0	xml_scanAttrValue_variant4
4d9340	FUN_004d9340	xml_scanAttrValue_variant5
4d94e0	FUN_004d94e0	xml_appendDecodedChar
4d9520	FUN_004d9520	xml_scanCDATA_withEntities
4d9600	FUN_004d9600	xml_scanComment_withEntities
4d96f0	FUN_004d96f0	xml_decodeEntityRef
4d9950	FUN_004d9950	std_wstring_findSubstr
4d9a40	FUN_004d9a40	QuestText_cloneNode
4d9ae0	FUN_004d9ae0	std_Tree_buynode
4d9b10	FUN_004d9b10	QuestText_copyTree
4d9b90	FUN_004d9b90	QuestText_copyTreeNode
4d9c50	FUN_004d9c50	std_Tree_insert_rebalance
4d9e50	FUN_004d9e50	std_Tree_insert_rebalance_v2
4da050	FUN_004da050	std_map_insert_unique
4da1a0	FUN_004da1a0	std_map_insert_unique_v2
4da2f0	FUN_004da2f0	std_Tree_destroy_subtree
4da480	FUN_004da480	std_list_clear_4da480
4da730	FUN_004da730	rbtree_allocNode_28
4da770	FUN_004da770	cube_QuestTextNode_destroyTree
4da800	FUN_004da800	QuestText_isPunctuation
4da850	FUN_004da850	cube::QuestText::parseTemplate
4db110	FUN_004db110	vector_at_12
4dc470	FUN_004dc470	list_copyAll_328
4dc4e0	FUN_004dc4e0	list_appendRange_a
4dc5b0	FUN_004dc5b0	list_appendRange_b
4dc680	FUN_004dc680	list_appendRange_20
4dc750	FUN_004dc750	list_appendRange_328
4dc820	FUN_004dc820	GameController_snapshotEntityLists
4dc8b0	FUN_004dc8b0	struct_copy3_andCall
4dc8e0	FUN_004dc8e0	GameController_copyEntityState
4dd5e0	FUN_004dd5e0	GameController_clearListLocked_3c
4dd640	FUN_004dd640	GameController_clearListLocked_44
4dd6a0	FUN_004dd6a0	GameController_clearListLocked_34
4dd700	FUN_004dd700	std_list_insert_node_d
4df760	FUN_004df760	GameController_terrainStateChanged
4df880	FUN_004df880	GameController_questStateChanged
4df9c0	FUN_004df9c0	GameController_computeQuestScore
4dfac0	FUN_004dfac0	vector_at_32
4e0070	FUN_004e0070	std_vector_size_32
4e0080	FUN_004e0080	QuestText_allocNode_2str
4e0150	FUN_004e0150	rbtree_allocNode_copyStr
4e0190	FUN_004e0190	rbtree_allocNode_strKey
4e0300	FUN_004e0300	rbtree_allocNode_strVec
4e03c0	FUN_004e03c0	QuestText_copyTree_b
4e0440	FUN_004e0440	rbtree_copyTreeNode_b
4e0500	FUN_004e0500	rbtree_insertRebalance_int
4e0730	FUN_004e0730	rbtree_insertRebalance_b
4e0940	FUN_004e0940	QuestText_insertRebalance
4e0bc0	FUN_004e0bc0	rbtree_insertHint_int
4e0df0	FUN_004e0df0	rbtree_insertHint_str
4e0fe0	FUN_004e0fe0	QuestText_insertHint_str
4e11d0	FUN_004e11d0	rbtree_insertUnique_int
4e1310	FUN_004e1310	rbtree_insertUnique_str
4e1480	FUN_004e1480	QuestText_insertUnique_str
4e15e0	FUN_004e15e0	std_list_assign_range
4e16b0	FUN_004e16b0	std_list_resize_insert
4e1790	FUN_004e1790	Container_ctor_default
4e1830	FUN_004e1830	QuestText_member_ctor
4e18d0	FUN_004e18d0	std_list_copy_ctor
4e29a0	FUN_004e29a0	node_erase_and_free
4e29d0	FUN_004e29d0	node_erase_and_free_v2
4e2a00	FUN_004e2a00	unwind_delete_member
4e2a70	FUN_004e2a70	object_dtor
4e2aa0	FUN_004e2aa0	object_dtor_v2
4e2d90	FUN_004e2d90	container_operation
4e2df0	FUN_004e2df0	World_map_find_or_insert_int
4e2f00	FUN_004e2f00	map_insert_string_key
4e3060	FUN_004e3060	map_insert_string_key2
4e31e0	FUN_004e31e0	map_string_operation
4e3480	FUN_004e3480	node_alloc
4e34b0	FUN_004e34b0	rbtree_alloc_node
4e34f0	FUN_004e34f0	node_free
4e3530	FUN_004e3530	node_release_free
4e3550	FUN_004e3550	QuestText_delete_node
4e35d0	FUN_004e35d0	rbtree_destroy_recursive
4e3630	FUN_004e3630	tree_free_recursive_v2
4e36e0	FUN_004e36e0	rbtree_destroy_recursive_qt
4e3790	FUN_004e3790	map_lower_bound_string
4e37e0	FUN_004e37e0	rbtree_rotate_left
4e3840	FUN_004e3840	Speech_map_erase_range
4e3900	FUN_004e3900	Speech_map_erase_node
4e3bb0	FUN_004e3bb0	map_erase_node
4e3c70	FUN_004e3c70	std_Tree_erase
4e3f40	FUN_004e3f40	Speech_map_erase_range2
4e4000	FUN_004e4000	Speech_map_erase_node_qt
4e42c0	FUN_004e42c0	std_list_erase_range
4e4350	FUN_004e4350	QuestText_substitute_placeholders
4e4a20	FUN_004e4a20	GameController_build_quest_text
4e5320	FUN_004e5320	GameController_show_region_name
4e5590	FUN_004e5590	GameController_format_region_singular
4e5a20	FUN_004e5a20	format_object_singular_name
4e5c10	FUN_004e5c10	GameController_show_object_name
4e5e70	FUN_004e5e70	object_dtor_v3
4e5ec0	FUN_004e5ec0	SpeechWidget_dtor
4e6530	FUN_004e6530	GameController_speech_text_fits
4e6550	FUN_004e6550	GameController_measure_speech_height
4e65a0	FUN_004e65a0	SpeechWidget_render_text
4e6af0	FUN_004e6af0	object_dtor_v4
4e6bd0	FUN_004e6bd0	color_equals3
4e6c00	FUN_004e6c00	vec3_divide_scalar
4e6c60	FUN_004e6c60	rbtree_destroy_recursive_list
4e6ce0	FUN_004e6ce0	rbtree_min_node
4e6d00	FUN_004e6d00	vector_u16_reallocate
4e6d80	FUN_004e6d80	vector_u16_grow_to
4e6df0	FUN_004e6df0	GameController_draw_mesh
4e6e60	FUN_004e6e60	Sprite_map_erase_range
4e6f20	FUN_004e6f20	Sprite_map_erase_node
4e71d0	FUN_004e71d0	GameController_match_transparent_color
4e7290	FUN_004e7290	VoxelModel_load_from_file_or_buffer
4e7520	FUN_004e7520	vector_u16_resize
4e75c0	FUN_004e75c0	VoxelModel_allocate
4e7650	FUN_004e7650	VoxelModel_set_data
4e7870	FUN_004e7870	VoxelModel_build_mesh
4eb8d0	FUN_004eb8d0	VoxelModel_compute_ao
4eba80	FUN_004eba80	map_alloc_node_swap
4ebb40	FUN_004ebb40	map_insert_rebalance
4ebd50	FUN_004ebd50	map_insert_with_hint
4ebf80	FUN_004ebf80	map_insert_unique
4ec0d0	FUN_004ec0d0	std_list_clear_free
4ec1b0	FUN_004ec1b0	string_assign_cstr
4ec1f0	FUN_004ec1f0	map_subscript_int
4ec370	FUN_004ec370	GameController_class_icon_id
4ec400	FUN_004ec400	GameController_item_icon_id
4ee230	FUN_004ee230	GameController_load_game_assets
51be60	FUN_0051be60	GameController_item_name_string_id
51c760	FUN_0051c760	sqlite3_value_bytes
51c7a0	FUN_0051c7a0	sqlite3VdbeRealValue
51c810	FUN_0051c810	sqlite3VdbeIntValue
51c890	FUN_0051c890	sqlite3VdbeIntValue64
51c950	FUN_0051c950	sqlite3_value_text
51c970	FUN_0051c970	sqlite3_value_text16
51c990	FUN_0051c990	sqlite3_value_text16_v3
51c9b0	FUN_0051c9b0	sqlite3_value_type
51c9c0	FUN_0051c9c0	sqlite3_value_numeric_type
51ca20	FUN_0051ca20	likeFunc
51cbf0	FUN_0051cbf0	winShmMap
51ce10	FUN_0051ce10	sqlite3_aggregate_context
51ce90	FUN_0051ce90	sqlite3_user_data
51cea0	FUN_0051cea0	sqlite3_context_db_handle
51ceb0	FUN_0051ceb0	sqlite3_get_auxdata
51cee0	FUN_0051cee0	sqlite3_set_auxdata
51cf90	FUN_0051cf90	sqlite3_result_value
51cfd0	FUN_0051cfd0	sqlite3_result_blob
51d010	FUN_0051d010	sqlite3_result_double
51d040	FUN_0051d040	sqlite3_result_text
51d070	FUN_0051d070	sqlite3_versionFunc
51d0b0	FUN_0051d0b0	sqlite3_result_text16le
51d0e0	FUN_0051d0e0	sqlite3_result_error_toobig
51d110	FUN_0051d110	sqlite3_result_null
51d170	FUN_0051d170	sqlite3_result_error_code
51d1d0	FUN_0051d1d0	sqlite3_result_text_const
51d210	FUN_0051d210	sqlite3VdbeMemSetInt
51d270	FUN_0051d270	sqlite3VdbeMemSetInt64
51d2d0	FUN_0051d2d0	sqlite3VdbeMemSetNull
51d320	FUN_0051d320	sqlite3_scalarFunc_intValue
51d350	FUN_0051d350	sqlite3_result_text_dtor
51d390	FUN_0051d390	sqlite3_result_text16le_dtor
51d3d0	FUN_0051d3d0	sqlite3_scalarFunc_length
51d400	FUN_0051d400	winSetSystemCall
51d4d0	FUN_0051d4d0	sqlite3_result_text16be_dtor
51d510	FUN_0051d510	sqlite3_result_error_thunk
51d520	FUN_0051d520	sqlite3_scalarFunc_lookupConst
51d580	FUN_0051d580	sqlite3_result_zeroblob
51d5e0	FUN_0051d5e0	winGetSystemCall
51d650	FUN_0051d650	sqlite3_quoteFunc
51d9c0	FUN_0051d9c0	sqlite3LockAndPrepare
51da30	FUN_0051da30	winNextSystemCall
51dac0	FUN_0051dac0	sqlite3_prepare_v2
51db30	FUN_0051db30	sqlite3_prepare16
51dbd0	FUN_0051dbd0	sqlite3_progress_handler
51dc20	FUN_0051dc20	sqlite3_set_hook
51dc70	FUN_0051dc70	sqlite3_hexFunc
51dde0	FUN_0051dde0	sqlite3_busy_timeout
51de20	FUN_0051de20	sqlite3_value_flag_byte
51de30	FUN_0051de30	sqlite3SafeDeref_u32
51de50	FUN_0051de50	sqlite3_result_length_check
51df10	FUN_0051df10	sqlite3_context_db_handle_51df10
51df50	FUN_0051df50	sqlite3_commit_hook
51dfa0	FUN_0051dfa0	sqlite3_rollback_hook
51dff0	FUN_0051dff0	replaceFunc
51e270	FUN_0051e270	memjrnlRead
51e340	FUN_0051e340	sqlite3_update_hook
51e390	FUN_0051e390	attachFunc
51e950	FUN_0051e950	sqlite3_global_state_set
51e960	FUN_0051e960	sqlite3_soft_heap_limit64
51ea40	FUN_0051ea40	sqlite3_soft_heap_limit
51ea60	FUN_0051ea60	memjrnlWrite
51eb70	FUN_0051eb70	juliandayFunc
51ec50	FUN_0051ec50	trimFunc
51f1f0	FUN_0051f1f0	datetimeFunc
51f310	FUN_0051f310	sqlite3MallocStatusObj_init
51f3c0	FUN_0051f3c0	timeFunc
51f4c0	FUN_0051f4c0	detachFunc
51f6b0	FUN_0051f6b0	memjrnlTruncate
51f790	FUN_0051f790	dateFunc
51f890	FUN_0051f890	pcache1SetCachesize
51f900	FUN_0051f900	memjrnlClose
51f920	FUN_0051f920	pcache1_flush
51f970	FUN_0051f970	strftimeFunc
51ff10	FUN_0051ff10	sqlite3_status_get
51ff50	FUN_0051ff50	sqlite3PcacheGetXY
51ff80	FUN_0051ff80	pcache1Fetch
5201b0	FUN_005201b0	winAccess
5203c0	FUN_005203c0	sqlite3TempStoreOptMatch
5204d0	FUN_005204d0	sqlite3TempStoreName
5204f0	FUN_005204f0	sqlite3_pathResultFunc
520620	FUN_00520620	sqlite3_close
520640	FUN_00520640	sumStep
520760	FUN_00520760	sqlite3_exec
520c70	FUN_00520c70	pcache1PinUnpin
520d30	FUN_00520d30	sumFinalize
520e20	FUN_00520e20	avgFinalize
520ea0	FUN_00520ea0	winFullPathname
5211a0	FUN_005211a0	timeFunc_noarg
5211c0	FUN_005211c0	totalFinalize
521220	FUN_00521220	pcache1Rekey
5212a0	FUN_005212a0	dateFunc_noarg
5212c0	FUN_005212c0	countStep
521320	FUN_00521320	datetimeFunc_noarg
521340	FUN_00521340	pcache1Truncate
521390	FUN_00521390	sqlite3VdbeMemFinalizeMove
521440	FUN_00521440	sqlite3_create_function
521460	FUN_00521460	pcache1Destroy
5214d0	FUN_005214d0	minmaxStep
5215b0	FUN_005215b0	sqlite3_create_function16
5215c0	FUN_005215c0	sqlite3Reprepare
521770	FUN_00521770	sqlite3_exec_single
521820	FUN_00521820	sqlite3VdbeMemRelease_helper
5218b0	FUN_005218b0	winDlOpen
521950	FUN_00521950	sqlite3ValueText16
